회사명,거래소코드,회계년도,통계청 한국표준산업분류 코드 10차(대분류),부채비율,당좌비율,유동비율,이자보상배율(이자비용),영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),이자비용(IFRS)(천원),차입금의존도,자기자본구성비율,당기순이익(손실)(IFRS)(천원),감가상각비(백만원),금융비용(백만원),단기차입금(*)(IFRS)(천원),유동성장기부채(*)(IFRS)(천원),장기차입금(*)(IFRS)(천원),법인세비용차감전(계속사업)손익(백만원),매출액영업이익률,자기자본순이익률,총자본순이익률,매출액(수익)(*)(IFRS)(천원),총자본회전률,자기자본회전률,운전자본회전률,순운전자본회전률,재고자산회전률,당좌자산회전률,유동자산회전률,매출액증가율,총자본증가율,자기자본증가율,순이익증가율,유형자산증가율,유동자산증가율,재고자산증가율,영업이익증가율,총자본투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,투자활동으로 인한 현금흐름(*)(IFRS)(천원),재무활동으로 인한 현금흐름(*)(IFRS)(천원),자산(*)(IFRS)(천원),부채(*)(IFRS)(천원),자본(*)(IFRS)(천원),연구개발비(IFRS)(천원),* (정상)영업손익(보고서기재)(IFRS)(천원)
(주)효석,042499,2019/12,38,83.65,116.61,146.93,12.49,,,14.6,54.45,,1397.4,-25.8,,,,932.24,3.2,7.25,4.02,,1.6,2.89,0.27,1.5,12.29,3.15,2.5,-4.86,4.95,1.29,-0.31,-3.33,8.65,11.5,37.97,21.37,13.67,45.54,54.46,18.35,,,,,,,
(주)효석,042499,2020/12,38,78.22,121.48,149.17,16.68,,,14.99,56.11,,1232.88,-21.52,,,,1082.87,3.77,8.08,4.46,,1.61,2.92,0.17,1.48,12.68,3.09,2.49,1.77,-2.59,0.38,12.37,-3.63,-3.23,-12.95,19.73,23.82,14.58,49.88,50.12,18.99,,,,,,,
(주)효석,042499,2021/12,38,69.04,135.92,162.29,13.13,,,16.01,59.16,,945.81,-30.68,,,,1079.89,2.66,8.58,4.94,,1.56,2.71,0.26,1.46,13.78,2.91,2.4,-7.41,-6.34,-1.25,5.81,-8.85,-5.1,-16.92,-34.56,22.68,14.05,50.33,49.67,22.53,,,,,,,
(주)효석,042499,2022/12,38,73.27,126.39,150.48,5.9,,,16.19,57.71,,866.63,-49.52,,,,736.48,1.68,6.48,3.79,,1.53,2.62,0.32,1.45,14.7,2.83,2.37,-5.76,-1.13,-3.55,-26.32,1.14,-3.86,-5.28,-40.6,18.31,11.9,50.6,49.4,20.8,,,,,,,
(주)효성,052845,2012/12,41,45.38,190.82,207.04,25.01,,,0,68.78,,275.98,-175.87,,,,2424.49,7.79,14.81,10.01,,1.42,2.1,0.06,1.52,34.54,2.47,2.31,-44.28,3.54,7.44,-44.89,-0.82,7.52,55.04,-46.53,28.39,20.38,51.58,48.42,34.65,,,,,,,
(주)효성,052845,2013/12,41,32.01,250.02,269.68,108.49,,,0.28,75.75,,251.64,-168.41,,,,2494.67,7.58,12.87,9.31,,1.92,2.65,0,2.15,40.56,3.31,3.06,41.6,5.44,16.12,-2.75,-5.21,5.7,-1.65,37.71,30.57,16.34,48.22,51.78,29.67,,,,,,,
(주)효성,052845,2014/12,41,46.48,225.53,241.39,206.28,,,0,68.27,,195.9,-117.29,,,,3150.97,8.63,15.3,10.94,,1.51,2.12,0,1.57,31.95,2.35,2.19,-7.19,29.34,16.57,38.35,-2.93,52.62,37.62,5.74,24.65,18.36,45.24,54.76,39.36,,,,,,,
(주)효성,052845,2015/12,41,34.17,287.69,305.45,280.18,,,0,74.53,,169.4,-156.52,,,,4117.76,9.9,17.41,12.45,,1.46,2.04,0,1.41,31.34,2.06,1.93,13.82,9.06,19.07,34.17,15.42,13.42,0.37,30.55,27.99,19.98,46.94,53.06,42.65,,,,,,,
(주)효성,052845,2016/12,41,51.29,234.96,245.84,406.16,,,0,66.1,,200.35,-182.96,,,,5190.59,10.72,17.83,12.43,,1.36,1.96,0,1.24,34.03,1.79,1.7,14.3,34.83,19.58,22.23,7.05,44.59,10.11,23.8,22.86,19.25,39.62,60.38,47.34,,,,,,,
(주)효성,052845,2017/12,41,43.69,262.34,273.09,432.15,,,0,69.59,,408.38,-235.18,,,,4654.4,11.54,13.64,9.26,,0.95,1.4,0,0.84,27.8,1.21,1.16,-16.17,8.88,14.64,-10.59,24.88,7.84,-4.15,-9.74,22.4,24.49,46.51,53.49,39.68,,,,,,,
(주)효성,052845,2018/12,41,38.19,273.82,284.86,342.84,,,0,72.36,,389.63,-286.66,,,,4120.13,8.7,10.62,7.54,,0.92,1.29,0,0.85,29.42,1.2,1.15,3.68,6.96,11.22,-12.16,-0.65,1.67,0.15,-21.83,18.99,21.43,48.68,51.32,38.43,,,,,,,
(주)효성,052845,2019/12,41,30.1,328.67,342.61,183.41,,,0.65,76.86,,329.38,-342.85,,,,2892.34,5.53,6.76,5.05,,0.9,1.21,0,0.87,29.06,1.2,1.15,1.95,0.74,7,-30.58,-5.73,1.28,6.3,-35.18,16.43,18.31,58.7,41.3,30.62,,,,,,,
(주)효성,052845,2020/12,41,22.89,404.03,421.79,52.34,,,0.65,81.37,,431.58,-224.61,,,,2612.26,4.4,5.93,4.69,,1.12,1.42,0,1.14,34.85,1.5,1.44,25.06,0.22,6.11,-6.67,1.4,-1.04,2.38,-0.54,16.99,15.18,60.75,39.25,27.57,,,,,,,
(주)효성,052845,2021/12,41,34.55,306.79,316.99,89.55,,,0,74.32,,628.19,-145.87,,,,3573.55,4.03,7.51,5.82,,1.19,1.53,0,1.18,41.08,1.56,1.51,15.56,18.03,7.8,35.53,4.66,22.65,-6.22,5.71,17.67,16.12,54.41,45.59,30.44,,,,,,,
(주)효성,052845,2022/12,41,42.25,266.86,281.11,12.05,,,9.77,70.3,,641.4,-175.03,,,,3018.94,4.38,5.79,4.18,,1.09,1.51,0,1.01,31.97,1.4,1.34,5.38,12.02,5.96,-17.62,-0.26,14.16,79.78,14.65,8.47,8.22,29.71,70.29,46.69,,,,,,,
(주)효성어묵,081414,2016/12,10,295.06,84.4,89.88,5.73,,,62.24,25.31,,213.85,54.61,,,,692.34,2.4,24.16,6.12,,1.55,6.11,0.01,3.68,127.54,8.27,7.77,0,0,0,0,0,0,0,0,11.45,14.81,46.2,53.8,26.71,,,,,,,
(주)효성어묵,081414,2017/12,10,265.28,70.22,81.11,0.47,,,58.33,27.38,,609.61,232.15,,,,324.27,0.77,3.12,0.82,,0.84,3.2,0.03,1.96,43.94,4.7,4.25,6.5,-4.61,3.17,-73.74,-4.07,-5.17,109.08,-65.74,12.89,14.94,40.33,59.67,6.53,,,,,,,
(주)효성어묵,081414,2018/12,10,403.48,52.23,58.93,-2.58,,,67.71,19.86,,1136.46,283.58,,,,-1206.47,-5.34,-34.56,-8.18,,0.86,3.62,0.04,1.86,36.57,5.21,4.56,-2.14,-2.78,-29.46,0,-1.32,-12.84,-26.15,0,6.8,7.84,68.78,31.22,-121.92,,,,,,,
(주)효성어묵,081414,2019/12,10,552.68,42,51.49,-1.43,,,71.28,15.32,,845.01,302.83,,,,-778.41,-3.22,-28.34,-4.99,,0.86,4.89,0.05,1.65,30.94,5.47,4.65,-1.95,-2.54,-24.82,0,-6.06,6.63,72.8,0,8.09,9.26,64.52,35.48,-62.52,,,,,,,
(주)효성어묵,081414,2020/12,10,840.39,28.3,33.64,-1.58,,,75.79,10.63,,560.83,295.64,,,,-760.31,-3.86,-37.28,-4.84,,0.79,6.08,0.07,1.18,23.81,4.94,4.09,-10.05,-1.19,-31.42,0,-4.03,-1.98,-15.49,0,6.4,8.05,83.25,16.75,-76.12,,,,,,,
(주)효성어묵,081414,2021/12,10,429.16,26.42,29.24,-1.21,,,67.92,18.9,,457.34,283.52,,,,-488.09,-2.78,-20.79,-3.1,,0.79,5.27,0.04,1.05,34.07,5.05,4.4,2.27,7.14,90.41,0,15.49,-7.78,-43.91,0,7.78,10.25,75.4,24.6,-38.52,,,,,,,
(주)효성어묵,081414,2022/12,10,405.35,29.02,33.94,1.67,,,62.65,19.79,,482.96,397.38,,,,420.24,4.13,12.78,2.47,,0.95,4.89,0.03,1.23,41.08,5.83,5.1,29.93,8.54,13.65,0,2.31,33.4,99.9,0,13.07,14.39,41.12,58.88,18.18,,,,,,,
(주)효신로직스,067654,2012/12,30,609.28,156.04,156.04,2.82,,,66.97,14.1,,340.09,225.59,,,,1727,10.88,214.72,30.27,,1.15,8.17,0.05,4.57,0,7.5,7.5,0,0,0,0,0,0,0,0,29.52,51.28,22.38,77.62,51.27,,,,,,,
(주)효신로직스,067654,2013/12,30,556.92,166.18,166.18,3.59,,,64.59,15.22,,692.93,372.15,,,,452.22,16.4,20.14,2.96,,0.76,5.17,0.1,2.43,0,3.93,3.93,40.76,13.36,22.4,-79.14,2.98,68.2,0,112.16,22.26,31.15,38.26,61.74,12.51,,,,,,,
(주)효신로직스,067654,2014/12,30,362.2,151.47,151.47,4.41,,,60.24,21.64,,647.95,287.86,,,,1007.17,14.68,36.45,6.73,,0.85,4.63,0.11,2.06,0,3.37,3.37,20.57,1.71,44.57,143.54,-5.47,24.58,0,7.87,25.51,30.11,33.32,66.68,26.14,,,,,,,
(주)효신로직스,067654,2015/12,30,620.16,51.48,51.48,1.17,,,70.18,13.89,,531.54,271.72,,,,-539.34,3.98,-23.46,-4.07,,0.67,3.87,0.12,1.57,0,3.36,3.36,-11.66,23.1,-21,0,26.27,-40.29,0,-76.02,7.34,12.07,68.02,31.98,-50.28,,,,,,,
(주)효신로직스,067654,2016/12,30,372.18,67.22,67.22,5,,,65.76,21.18,,499.8,301.39,,,,1144.49,16.06,40.88,7.16,,0.68,3.86,0.14,1.78,0,4.82,4.82,10.91,-0.75,51.38,0,-2.3,6.88,0,347.03,19.32,28.43,27.74,72.26,37.21,,,,,,,
(주)효신로직스,067654,2017/12,30,382.57,19.59,19.59,0.71,,,65.87,20.72,,674.36,280.11,,,,-110.1,2.14,-4.45,-0.93,,0.7,3.33,0.11,1.64,0,6.16,6.16,1.45,-2.25,-4.36,0,3.23,-46.52,0,-86.45,15.74,22.32,57.77,42.23,-6,,,,,,,
(주)효신로직스,067654,2018/12,30,2241.25,21.09,21.09,-6.19,,,75.37,4.27,,715.56,316.63,,,,-2341.04,-46.5,-132.43,-16.62,,0.33,2.63,0.08,0.53,0,3.09,3.09,-53.56,-1.38,-79.67,0,-7.07,65.88,0,0,-4.05,-12.2,0,0,0,,,,,,,
(주)효신로직스,067654,2019/12,30,41.88,272.1,272.1,3.76,,,20.75,70.48,,146.17,64.92,,,,3994.9,27.3,152.46,37.8,,0.2,0.8,0.06,0.24,0,0.65,0.65,-56.74,-55.08,641.33,0,-99.33,127.48,0,0,78.65,245.93,13.99,86.01,77.53,,,,,,,
(주)효원산업개발,087990,2017/12,68,0,59.67,205.26,-4.85,,,73.53,0,,1.99,609.71,,,,-3475.87,-330.26,0,-20.95,,0.06,0,0.1,0.04,0.08,0.19,0.06,0,0,0,0,0,0,0,0,-7.47,-270.08,0,0,0,,,,,,,
(주)효원산업개발,087990,2018/12,68,0,50.44,176.87,-0.13,,,71.69,0,,1.09,3030.86,,,,-3083.24,-1.28,0,-9.19,,0.94,0,0.02,0.61,1.32,3.26,0.94,3323.43,2.24,0,0,-45.1,2.25,3.05,0,1.04,1.13,91.67,8.33,-870.87,,,,,,,
(주)효원산업개발,087990,2019/12,68,0,84.07,125.58,1.41,,,51.93,0,,0.6,5830.29,,,,2502.48,13.28,0,6.53,,1.64,0,0.11,0.97,3.28,3.28,1.64,99.75,25.92,0,0,-45.09,25.95,-41.76,0,20.61,14.02,4.28,95.72,28.42,,,,,,,
(주)효원산업개발,087990,2020/12,68,13592.91,120.47,142.18,1.73,,,45.72,0.73,,1.22,7602.23,,,,5626.38,17.34,0,12.09,,1.68,0,0.1,0.96,7.13,2.21,1.69,21.84,12.72,0,119.62,375.5,12.72,-47.94,59.1,28.79,18.13,4.09,95.91,39.63,,,,,,,
(주)효원산업개발,087990,2021/12,68,221.35,54.33,59.46,1.81,,,56.98,31.12,,72.39,4073.71,,,,3380.86,23,158.17,9.2,,1.12,19.28,0.1,0.7,8.45,1.47,1.25,-57.63,-79.9,756.26,-51.6,168880.1,-92.17,-95.58,-43.82,87.01,25.98,5.49,94.51,31.59,,,,,,,
(주)효원상조,059841,2012/12,96,0,137.39,149.09,-21.18,,,4.59,0,,155.72,-119.83,,,,-4599.31,-11.39,0,-11.69,,0.23,0,0.01,1.3,17.45,2.64,2.29,-1.43,94.76,0,0,76.77,165.98,-23.32,0,-2.93,-16.82,0,0,0,,,,,,,
(주)효원상조,059841,2013/12,96,0,145.49,150.28,-23.21,,,4.21,0,,302.43,-98.02,,,,-3353.26,-35.09,0,-6.02,,0.15,0,0.05,0.71,23.58,1.25,1.18,-4.77,14.25,0,0,20.36,53.66,-37.63,0,0.29,2.01,1649.12,-1549.12,-1933.32,,,,,,,
(주)효원상조,059841,2014/12,96,0,90.99,95.16,-13.12,,,4.18,0,,214.54,87.58,,,,-1311.14,-20.31,0,-2.06,,0.15,0,0.03,0.78,38.94,1.45,1.4,9.21,14.66,0,0,-13.96,-47.49,-27.85,0,3.25,23.53,124.32,-24.32,-59.2,,,,,,,
(주)효원상조,059841,2015/12,96,0,194.53,194.53,-4.78,,,3.01,0,,152.84,48.74,,,,138.01,-5.35,0,0.19,,0.13,0,0,0.91,94.57,1.58,1.56,1.79,13.34,0,0,-3.18,65.95,0,0,3.8,30.57,73.08,26.92,4.71,,,,,,,
(주)효원상조,059841,2016/12,96,0,317.27,339.91,-10.33,,,1.4,0,,115.76,-231.71,,,,412.45,-10.42,0,0.51,,0.11,0,0,0.79,32.67,1.15,1.11,-9.15,8.37,0,198.86,-25.46,4.12,0,0,3.59,34.51,75.35,24.65,13.73,,,,,,,
(주)효원상조,059841,2017/12,96,0,619.67,646.57,-2.11,,,0.79,0,,92.46,-238.27,,,,544.67,-1.18,0,0.62,,0.1,0,0,0.71,16.77,0.91,0.86,0.82,9.94,0,32.06,-17.54,54.42,-3.55,0,3.53,37,73.45,26.55,16.78,,,,,,,
(주)효원상조,059841,2018/12,96,0,556.3,574.51,7.21,,,1.16,0,,40.21,-520.97,,,,1041.15,3.41,0,1.1,,0.09,0,0,0.59,18.86,0.72,0.69,-3.16,5.45,0,91.15,-1.21,-1.06,-24.63,0,3.23,36.89,68.23,31.77,33.22,,,,,,,
(주)효원상조,059841,2019/12,96,0,706.16,726.5,1.02,,,0.79,0,,42.95,-547.73,,,,298.29,0.76,0,0.31,,0.09,0,0,0.59,22.97,0.71,0.69,-2.12,-0.67,0,-71.35,10.12,-1.52,-13,-78.28,2.25,26.06,90.84,9.16,13.76,,,,,,,
(주)효원상조,059841,2020/12,96,0,663.13,685.85,7.21,,,0.51,0,,46.23,-608.43,,,,1294.34,2.98,0,1.32,,0.08,0,0,0.56,20.95,0.66,0.64,-6.99,2.98,0,333.93,-1.3,0.66,19.15,265.41,3.09,39.55,66.39,33.61,42.3,,,,,,,
(주)효원상조,059841,2021/12,96,0,891.76,911.36,15.89,,,0.43,0,,42,-595.46,,,,1742.56,5.2,0,1.72,,0.08,0,0,0.51,21.53,0.59,0.57,2.18,4.45,0,34.63,-0.91,27.71,-17.11,78.46,3.35,43.86,58.22,41.78,50.26,,,,,,,
(주)효원상조,059841,2022/12,96,0,1485.45,1509.07,73.52,,,0,0,,49.26,-777.7,,,,2720.08,12.28,0,2.57,,0.09,0,0,0.54,31.82,0.6,0.59,15.07,4.32,0,56.1,3.08,-1.32,-28.19,171.98,4.02,47.8,47.96,52.04,62.57,,,,,,,
(주)효자촌,081618,2016/12,68,0,54.01,94.86,999999999,,,2.21,0,,0,-141.23,,,,696.88,20.8,0,15.3,,0.59,0,0,0.29,1.37,1.03,0.59,0,0,0,0,0,0,0,0,6.34,21.61,3.74,96.26,120.68,,,,,,,
(주)효자촌,081618,2017/12,68,1216.38,79.22,108.63,4.14,,,14.52,7.6,,0.56,623.05,,,,2361.86,18.87,267.85,10.79,,0.94,23.29,0,0.48,3.01,1.36,0.94,518.28,186.77,0,172.61,0,187.37,80.66,461.09,18.07,28.56,33.83,66.17,40.26,,,,,,,
(주)효자촌,081618,2018/12,68,713.55,100.98,115.67,1.92,,,18.33,12.29,,7.3,413.96,,,,533.72,5.44,16.17,1.55,,0.88,9.18,0,0.46,4.19,1.11,0.88,20.01,-27.32,17.6,-81.62,85.97,-27.45,-65.97,-65.43,10.25,9.81,50.23,49.77,17.95,,,,,,,
(주)효자촌,081618,2019/12,68,0,66.31,85.87,-11.11,,,38.63,0,,8.19,143.54,,,,-4440.06,-55.93,0,-29.02,,0.5,0,0,0.25,3.04,0.6,0.5,-61.36,-38.81,0,0,-30.5,-39.06,9.27,0,-29,-43.97,0,0,0,,,,,,,
(주)효자촌,081618,2021/12,68,0,71.74,89.08,-0.31,,,72.42,0,,0,700.88,,,,-1147.17,-2.97,0,-8.42,,0.54,0,0,0.26,2.81,0.68,0.55,0,0,0,0,0,0,0,0,-1.11,-4.11,0,0,0,,,,,,,
(주)효자촌,081618,2022/12,68,0,68.31,87.67,0.29,,,66.97,0,,0,909.74,,,,-644.31,26.16,0,-2.28,,0.04,0,0,0.02,0.17,0.05,0.04,-86.25,7.41,0,0,-48.31,7.49,21.94,0,1.34,38.61,30,70,-164.29,,,,,,,
(주)효재인터내셔널,103615,2021/12,68,0,59.27,97.83,0.18,,,41.92,0,,0,151.34,,,,-1125.16,53.2,0,-8.05,,0,0,110.13,0,0.01,0.01,0,0,0,0,0,0,0,0,0,-3.43,-1914.15,0,0,0,,,,,,,
(주)효재인터내셔널,103615,2022/12,68,0,54.47,96.28,0.01,,,47.52,0,,0,746.56,,,,-735.98,21.19,0,-2.34,,0,0,262.21,0,0,0,0,0,25.35,0,0,0,25.35,38.09,-60.17,0.08,58.83,50,50,-2502.07,,,,,,,
(주)효정기업,063275,2012/12,68,8.34,216.25,216.25,999999999,,,1.55,92.3,,39.67,-35.61,,,,295.73,32.79,1.35,1.26,,0.03,0.04,0,0.92,0,1.38,1.38,1094.05,2.39,1.36,0,-0.18,214.73,0,0,2.75,82.57,41.15,58.85,45.16,,,,,,,
(주)효정기업,063275,2013/12,68,11.01,250.2,250.2,999999999,,,3.83,90.08,,39.67,-54.41,,,,300.96,31.68,1.15,1.05,,0.03,0.04,0,0.33,0,0.47,0.47,0.82,3.64,1.16,-14.01,-0.18,185.77,0,-2.6,2.61,80.67,41.5,58.5,39.42,,,,,,,
(주)효정기업,063275,2014/12,68,20.96,155.8,155.8,635.13,,,11.58,82.67,,41.18,-93.33,,,,344.2,28.92,1.3,1.12,,0.03,0.04,0,0.14,0,0.22,0.22,2.16,10.4,1.31,14.89,-0.02,103.06,0,-6.73,2.4,80.09,40.89,59.11,44.66,,,,,,,
(주)효정기업,063275,2015/12,68,28.66,135.64,135.64,47.48,,,16.99,77.73,,48.89,-96.65,,,,250.91,25.37,0.86,0.69,,0.03,0.04,0,0.08,0,0.14,0.14,-1.05,7.28,0.86,-33.7,-0.22,34.42,0,-13.21,1.95,70.55,46.99,53.01,33.97,,,,,,,
(주)효정기업,063275,2016/12,68,10.86,269.99,269.99,52.12,,,3.95,90.2,,48.93,-39.13,,,,387.93,9.06,1.53,1.28,,0.02,0.03,0,0.08,0,0.13,0.13,-16.88,-12.64,1.38,80.65,-0.22,-53.54,0,-70.31,3,114.14,34.96,65.04,45.63,,,,,,,
(주)효정기업,063275,2017/12,68,8.65,509.23,509.23,999999999,,,1.88,92.04,,48.93,-20.27,,,,-99.46,18.32,-0.46,-0.42,,0.03,0.03,0,0.19,0,0.25,0.25,10.02,-1.81,0.19,0,-0.22,-13.1,0,122.53,1.21,40.92,88.55,11.45,-35.24,,,,,,,
(주)효정기업,063275,2018/12,68,7.23,1564.05,1564.05,999999999,,,0,93.25,,47.42,-66.26,,,,632.69,26.74,2.24,2.07,,0.03,0.03,0,0.28,0,0.31,0.31,7.47,-1.9,-0.6,0,-0.21,-15.56,0,56.82,4.03,124.89,27.02,72.98,51.88,,,,,,,
(주)효정기업,063275,2019/12,68,7.62,1443.1,1443.1,999999999,,,0,92.92,,39.71,-34.23,,,,62.49,-0.84,0.18,0.17,,0.03,0.04,0,0.39,0,0.42,0.42,4.32,-2.96,-3.31,-92.11,-0.18,-29.65,0,0,2.76,79.6,71.44,28.56,6.16,,,,,,,
(주)효정이앤씨,094693,2019/12,68,0,44.01,280.16,-1.51,,,102.55,0,,0,606.25,,,,-1527.31,-23.35,0,-21.49,,0.55,0,0.15,0.44,0.7,3.77,0.59,0,0,0,0,0,0,0,0,-5.02,-18.09,0,0,0,,,,,,,
(주)효정이앤씨,094693,2020/12,68,659.65,37.21,90.27,4.8,,,49.1,13.16,,0,1024.53,,,,3968.55,19.92,2019.68,23.93,,1.74,146.84,0.09,1.19,2.79,7.42,2.03,526.61,-0.23,0,0,0,-16.58,-41.82,0,37.34,21.44,2.57,97.43,64.16,,,,,,,
(주)효정이앤씨,094693,2021/12,68,5911.71,217.37,444.73,-5.93,,,88.86,1.66,,0,220.91,,,,-1713.53,-42.61,-169.59,-14.63,,0.31,3.59,0.45,0.21,0.65,0.81,0.36,-85.32,-34.87,-91.77,0,0,-19.68,-30.15,0,-15.28,-38.93,0,0,0,,,,,,,
(주)효진,053637,2012/12,25,98.08,156.14,171.41,27.72,,,7.24,50.48,,511.55,36.41,,,,1975.84,8.73,18.61,9.15,,1.63,3.32,0.06,1.7,31.6,3.05,2.78,3.06,1.34,6.9,3.04,-0.05,-0.75,1.44,-20.2,31.29,19.32,47.58,52.42,29.05,,,,,,,
(주)효진,053637,2013/12,25,158.95,95.58,106.79,10.29,,,30.7,38.62,,582.69,143.93,,,,2003.72,7.31,18.73,8.15,,1.49,3.43,0.07,1.67,30.24,3.27,2.95,11.99,43.2,9.54,8.97,110.05,12.33,32.43,-6.23,22.84,18.03,45.19,54.81,30.28,,,,,,,
(주)효진,053637,2014/12,25,137.62,101.26,112.95,11.01,,,23.46,42.08,,739.78,182.57,,,,2615.63,7.04,22.62,9.15,,1.56,3.86,0.06,1.76,32.29,3.76,3.36,29.22,9.99,19.86,38.84,5.09,14.07,12.37,24.44,23.35,15.69,37.4,62.6,37.39,,,,,,,
(주)효진,053637,2015/12,25,102.42,121.4,134.87,24.85,,,18.06,49.4,,792.76,95.07,,,,4172.95,10.04,27.05,12.39,,1.58,3.45,0.05,1.85,33,3.73,3.35,7.99,3.59,21.61,44.46,-0.27,3.29,-0.27,54.08,30.87,19.9,35.03,64.97,39.44,,,,,,,
(주)효진,053637,2016/12,25,88.21,136.25,150.59,27.78,,,11.42,53.13,,803.7,61.18,,,,3023.29,8.16,16.41,8.41,,1.43,2.78,0.05,1.77,30.96,3.35,3.02,-6.9,2.64,10.38,-29.98,-1.28,3.58,-1.27,-24.33,29.54,20.99,48.69,51.31,28.12,,,,,,,
(주)효진,053637,2017/12,25,76.8,147.64,169.98,41.64,,,5.71,56.56,,811.77,54.03,,,,3458.17,10.51,17.05,9.37,,1.52,2.76,0.07,1.91,27.07,3.5,3.1,12.22,8.25,15.24,17.39,2.05,14.7,58.33,44.4,30.09,20.62,47.86,52.14,29.94,,,,,,,
(주)효진,053637,2018/12,25,62.98,168.34,196.81,31.06,,,3.8,61.36,,1034.64,16.95,,,,2671.35,5.55,12.17,7.18,,1.49,2.53,0.14,1.97,22.11,3.54,3.05,4.46,4.13,12.96,-18.62,1.94,-1.27,8.66,-44.82,27.15,18.55,52.06,47.94,25.93,,,,,,,
(주)효진,053637,2019/12,25,65.37,175.86,198.97,38.71,,,4.91,60.47,,1212.44,-20.2,,,,2785.59,5.4,11.79,7.18,,1.44,2.36,0.15,1.93,22.49,3.33,2.9,3.84,11.6,9.99,7.93,4.24,19.66,-3.94,1.08,24.04,17.65,48.72,51.28,28.32,,,,,,,
(주)효진,053637,2020/12,25,136.86,118.63,133.23,3.92,,,30.45,42.22,,1423.4,56.14,,,,593.27,1.41,2.74,1.36,,0.99,1.99,0.11,1.29,18.81,2.38,2.12,-11.26,44.05,0.58,-75.57,79.52,23.55,16.55,-76.79,12.69,15.12,63.55,36.45,9.1,,,,,,,
(주)효진,053637,2021/12,25,90.54,142.66,165.45,5.69,,,18.85,52.48,,1512.5,32.11,,,,2916.24,1.54,11.05,5.2,,0.87,1.86,0.1,1.23,17.01,2.37,2.08,-2.08,-11.99,9.41,322.98,-7.47,-19.52,1.16,6.41,20.32,21.77,46.2,53.8,27.31,,,,,,,
(주)효진,053637,2022/12,25,107.17,111.9,130.94,13.35,,,21.63,48.27,,1422.63,120.62,,,,2172.51,6.43,7.29,3.66,,1.07,2.14,0.12,1.44,17.17,2.84,2.44,23.39,14.73,5.52,-29.14,1.61,35.49,43.08,417.1,16.34,16.28,51.04,48.96,20.98,,,,,,,
(주)효진기공,083335,2016/12,29,686.02,146.19,146.19,6.03,,,48.7,12.72,,159.73,86.64,,,,671.66,9.91,90.03,11.45,,1.43,11.24,0,1.77,0,2.99,2.99,0,0,0,0,0,0,0,0,12.96,18.12,29.22,70.78,44.18,,,,,,,
(주)효진기공,083335,2017/12,29,710.68,64.01,74.02,7.53,,,58.24,12.34,,159.14,153.56,,,,209.31,19.26,0.53,0.07,,0.68,5.41,0.05,0.75,23.35,1.61,1.51,-3.42,3.69,0.53,-98.82,11.62,-8.6,0,87.68,12.39,18.59,56.94,43.06,0.53,,,,,,,
(주)효진기공,083335,2018/12,29,709.55,46.55,58.67,3.82,,,56.31,12.35,,188.07,170.69,,,,655.5,10.37,2.85,0.35,,0.66,5.31,0.19,0.6,8.81,1.83,1.52,-0.21,2.75,2.9,446.31,-2.94,7.57,64.33,-46.28,12.47,19.27,23.17,76.83,2.79,,,,,,,
(주)효진기공,083335,2019/12,29,338.29,59.33,72.11,9.36,,,53.09,22.82,,157.06,182.37,,,,1950.2,30.34,89.18,15.86,,0.59,3.3,0.42,0.49,6.53,1.54,1.24,-5.5,8.08,99.63,4648.34,-2.24,22.7,5.25,176.45,16.38,28.96,-18.31,118.31,93.23,,,,,,,
(주)효진기공,083335,2020/12,29,311.51,70.23,90.9,1.86,,,53.41,24.3,,146.13,175.81,,,,237.33,7.69,6.73,1.59,,0.4,1.72,1.26,0.35,3.89,0.99,0.79,-28.38,0.43,6.97,-89.59,-2.35,4.65,34.27,-81.84,9.51,23.59,48.22,51.78,16.64,,,,,,,
(주)효진기공,083335,2021/12,29,231.63,90.02,125.68,0.07,,,50.04,30.15,,117.75,151.28,,,,547.56,0.36,13.38,3.63,,0.34,1.27,0,0.31,2.36,0.82,0.61,-18.19,-7.85,14.34,120.22,-25.52,8.24,35.09,-96.2,10.8,30.14,31.03,68.97,35.04,,,,,,,
(주)효진엔지니어링,091556,2018/12,20,459.21,66.01,66.4,4.2,,,69.1,17.88,,193.45,243.7,,,,-214.48,23.94,-41,-7.33,,0.69,3.87,0,1.73,730.73,4.37,4.34,0,0,0,0,0,0,0,0,9.78,28.23,80.78,19.22,-37.49,,,,,,,
(주)효진엔지니어링,091556,2019/12,20,266.81,47.24,67.46,18.47,,,50.07,27.26,,298.9,233.45,,,,4023.34,33.98,81.51,19.23,,0.83,3.52,0,1.33,14.58,4.28,3.31,207.1,55.84,137.58,0,22.3,202.99,15191.33,335.82,30.07,44.06,21.42,78.58,52.5,,,,,,,
(주)효진엔지니어링,091556,2020/12,20,226.04,49.59,65.97,17.28,,,41.42,30.67,,747.97,240.32,,,,3772.49,12.73,41.92,12.25,,1.58,5.4,0,1.75,16.4,5.98,4.38,171.46,34.97,51.85,-8.85,18.11,72.41,42.85,1.73,33.24,24.21,44.37,55.63,32.08,,,,,,,
